driver_id,driver_name,age,city,phone,email,platform,vehicle_type,vehicle_condition,experience_level,preferred_shift,reason_for_joining,languages_known,overall_driver_rating,total_trips_completed,trip_completion_rate_%,cancellation_rate_%,avg_daily_earnings_INR,total_complaints,total_compliments,peak_hour_availability,interview_date,communication_score_10,driving_test_score_10,route_knowledge_score_10,customer_handling_score_10,overall_interview_score_10,document_verification,background_check_status,interview_result,rejection_reason,onboarding_date,is_currently_active
DRV031345,vikram jha,44,Hyderabad,NULL,vikram.jharediffmail.com,Uber ,auto,Average,0-1 yr,day,Flexible hours,"Tamil, Gujarati",-1.2,3119,69.4,33.5,2093,48,,no,02/14/24,3.3,7.6,NULL,9.5,7.1,pending,Clear,On Hold,N/A,N/A,N
DRV048029,Rajesh Chauhan,N/A,Bangalore,9525584069,NULL,Uber ,sedan,Good,0-1 yr,,Family pressure,Hindi,4.3,23,,6.7,780,39,31,false,08.01.2021,8.3,4.1,N/A,5.0,12.6,FAIL,clear,On Hold,N/A,N/A,N
DRV043950,HARISH KUMAR,51,Ahmedabad,9949681338,harish.kumar@@gmail.com,Uber,Mini ,,5+ yrs,day,none,Tamil,4.8,5469,78.2,1.7,2071,22,10,NO,2021/05/23,NULL,4.7,7.6,4.6,5.2,FAIL,,N/A,N/A,15-06-2021,NO
DRV047484,SANTOSH VERMA,25,Chennai,N/A,santosh.verma@hotmail.com,Uber ,none,avg,Fresher,day,Full time job,Tamil,-1.7,-1499,83.4,102.4,605,7,9,1,29-05-2021,7.7,N/A,5.9,11.5,6.7,FAIL,pending,On Hold,N/A,-,YES
DRV019913,Vijay Jha,999,Lucknow,9720628098,vijay.jha@gmail.com,ola,Auto,Excellent,0-1 yr,N/A,Side hustle,Hindi,2.8,7175,-0.7,35.0,N/A,32,30,No,,6.1,5.0,-1.3,8.6,5.8,Pending,clear,Selected,N/A,19 March 2023,true
DRV022074,SANTOSH JHA,unknown,Pune,91197-79658,santosh.jha@rediffmail.com,rapido,Auto,N/A,3-5 yrs,Both,Full time job,"Hindi, Gujarati, English",4.8,4046,65.3,29.2,1683,27,99999,Yes,29 October 2022,6.4,7.3,4.5,8.8,-1.0,pending,clear,Selected,N/A,NULL,False
DRV017800,bharat jha,-41,DELHI,9682894884,bharat.jha@yahoo.com,Rapido ,Mini ,GOOD,3-5 yrs,day,none,Bengali,6.0,3073,94.6,32.7,2378,6,3,1,2023-07-01T00:00:00Z,5.9,-1.5,8.6,3.7,7.0,Unknown,Pending,Selected,N/A,NULL,no
DRV002597,Amit Tiwari,24,Ahmedabad,9761494128,amit.tiwari@gmail.com,RAPIDO,Mini ,good,Fresher,NIGHT,unknown,N/A,unrated,1058,88.8,N/A,1372,17,80,Y,March 2021,10.1,9.1,6.0,9.6,7.1,,Clear,NULL,N/A,2021-03-26T00:00:00Z,no
DRV007199,Vijay Patel,30,Chennai,9037708971,vijay.patel@rediffmail.com,RAPIDO,sedan,good,3-5 yrs,day,Extra income,Hindi,3.4,N/A,65.5,7.8,533,99999,99999,N,17.10.2023,4.3,5.4,4.2,7.2,5.3,Fail,,On Hold,N/A,N/A,Yes
DRV044013,  Harish Kumar  ,24,Jaipur,9798729,harish.kumar@hotmail.com,Rapido ,,good,5+ yrs,N/A,N/A,"Gujarati, Kannada, Tamil",4.1,1293,101.0,27.9,-2468,7,21,True,May 2023,8.2,4.5,4.0,3.0,N/A,N/A,Pending,,Incomplete documents,-,true
DRV044798,Harish Srivastava,28,Lucknow,9024332501,harish.srivastava@gmail.com,uber,Sedan,N/A,Fresher,Both,Family pressure,None,4.6,5795,64.2,25.7,1999,,49,N,,5.7,12.4,4.1,8.6,6.4,Fail,Clear,Selected,N/A,March 2023,false
DRV019864,BHARAT VERMA,40,Chennai,9262240213,bharat.verma@yahoo.com,Uber,Sedan,N/A,3-5 yrs,NIGHT,Extra income,"Tamil, English",3.5,819,81.6,5.3,1485.00,35,,true,08 April 2024,5.5,8.6,6.4,3.3,6.0,NA,Clear,NA,N/A,May 2024,True
DRV002035,Naresh Jha,26,Hyderabad,98134-19804,naresh.jha@rediffmail.com,RAPIDO,Mini,Excellent,Fresher,DAY,,"Kannada, Hindi",-1.6,6227,84.3,34.9,2204/-,36,99999,No,17-02-2022,5.9,8.4,5.1,10.5,6.5,pending,clear,None,Vehicle age too old,,No
DRV004949,Bharat Jha,40,KOLKATA,9240616716,bharat.jha@hotmail.com,UBER,BIKE,avg,3-5 yrs,day,none,Gujarati,3.8,1125,85.5,21.5,721,50,99999,True,17.02.2021,,9.3,8.6,5.5,8.3,pending,,Rejected,Failed driving test,,0
DRV030241,Sanjay Yadav,20,Chennai,N/A,sanjay.yadav@gmail.com,RAPIDO,BIKE,N/A,3-5 yrs,,Family pressure,Hindi,4.4,780,101.6,100.9,1172,32,64,true,05-12-2022,9.9,-1.7,6.0,4.3,7.3,,N/A,Selected,N/A,2023/01/25,true
DRV009976,Vijay Reddy,27,Lucknow,9296670967,vijay.reddy@rediffmail.com,ola,Sedan,Poor,Fresher,Both,Family pressure,"Marathi, Telugu, Hindi",N/A,5709,72.6,10.9,1819,7,50,Y,30-08-2023,5.0,5.8,N/A,8.1,5.8,N/A,,Selected,,,NO
DRV006081,Sanjay Verma,21,Ahmedabad,9517931418,sanjay.verma@rediffmail.com,ola,BIKE,,3-5 yrs,n/a,Family pressure,"Bengali, English",-1.6,5825,70.9,33.1,2205,39,90,YES,02.04.2024,,8.3,4.3,3.4,4.8,unknown,pending,Rejected,Low rating history,NULL,no
DRV021213,Rakesh Gupta,44,Ahmedabad,9383813040,rakesh.gupta@hotmail,ola,unknown,N/A,3-5 yrs,Day,Lost previous job,"Bengali, Hindi",2.8,1086,91.8,32.9,1322,13,15,false,2021-06-10T00:00:00Z,4.7,5.0,3.4,4.4,11.1,N/A,FLAGGED,Rejected,Vehicle age too old,N/A,YES
DRV048650,Bharat Yadav,27,BANGALORE,9759442400,bharat.yadav@hotmail.com,rapido,Auto,avg,na,NIGHT,Flexible hours,Hindi,-1.0,6821,95.9,11.8,1885,3,25,yes,24.11.2022,6.8,7.2,4.9,7.9,6.7,Fail,clear,Selected,N/A,2022/11/30,true
DRV043698,PANKAJ SINGH,36,HYDERABAD,9930197663,pankaj.singh@gmail.com,UBER,BIKE,GOOD,Fresher,DAY,unknown,NULL,-1.3,99999,70.1,33.7,Rs.1477,28,58,true,03 June 2022,NULL,5.3,6.0,4.0,5.3,Fail,pending,Selected,N/A,NULL,false
DRV044297,Pradeep Tiwari,30,Kolkata,NULL,pradeep.tiwari@gmail.com,NA,Mini,good,3-5 yrs,both,NULL,"Bengali, Hindi, Telugu",5.8,N/A,,21.2,1021.00,9,36,0,12 February 2021,3.3,6.1,4.2,7.6,5.3,unknown,Flagged,Selected,N/A,23.03.2021,Yes
DRV000633,Vijay Patel,23,Bangalore,+91-9889181498,,Unknown,Bike,good,5+ yrs,DAY,,"Bengali, Kannada, Marathi",-0.6,4604,97.6,25.0,1015,10,6,False,12.03.2021,9.3,6.3,7.4,N/A,6.9,pending,clear,Selected,N/A,April 2021,yes
DRV049911,Vikram Nair,45,Kolkata,9549291385,vikram.nair@gmail,Uber & Rapido,SUV,excellent,5+ yrs,NIGHT,N/A,"Bengali, Marathi, Kannada",4.9,6557,70.3,,846,,78,0,28.02.2024,7.1,8.7,12.2,N/A,6.7,N/A,Clear,On Hold,N/A,-,yes
DRV034835,Naresh Dubey,35,Hyderabad,97312-39031,naresh.dubey@gmail.com,Uber ,BIKE,avg,1-3 yrs,N/A,Side hustle,n/a,5.3,5089,61.8,34.1,1190,37,11,no,NULL,6.2,7.2,6.8,6.0,6.5,,FLAGGED,On Hold,N/A,,false
DRV007783,Santosh Mishra,31,Chenna,9657774742,santosh.mishra@gmail.com,Uber,NULL,Poor,N/A,,N/A,"Bengali, Gujarati, Telugu",6.1,-4989,67.5,27.3,2387,N/A,N/A,no,NULL,12.2,8.7,6.3,8.9,11.1,pass,Clear,-,Poor communication,NULL,True
DRV016979,Pradeep Mishra,26,Hyderabad,+91-9182681496,pradeep.mishra@@hotmail.com,Uber & Rapido,Sedan,poor,NA,,Not disclosed,"English, Tamil",3.1,7043,NULL,1.1,1241,43,55,No,18-09-2023,,6.3,11.2,7.9,,pending,,none,N/A,-,False
DRV027392,Yogesh Singh,999,Mumbai,NULL,yogesh.singh@rediffmail.com,ola,BIKE,poor,1-3 yrs,None,,"Marathi, Tamil",6.2,5518,,-0.4,Rs.1415,99999,92,Y,27-11-2023,6.2,5.7,10.0,8.4,7.6,N/A,N/A,Selected,N/A,2024/01/23,1
DRV022616,Naresh Singh,52,Ahmedabad,9450807208,naresh.singh@yahoo.com,Rapido,sedan,,1-3 yrs,Day,none,"Tamil, Hindi",,7352,63.1,8.9,699,3,74,1,2021/01/07,4.4,5.3,8.1,6.9,6.2,N/A,pending,selected,,,Yes
DRV028482,Sunil Patel,42,ahmedabad,,sunil.patel@hotmail.com,Rapido ,SUV,Poor,1-3 yrs,day,Flexible hours,"Tamil, Marathi, Hindi",3.3,5871,60.8,N/A,950/-,47,58,False,21-12-2021,6.6,4.9,3.8,N/A,11.1,pass,N/A,Rejected,Failed driving test,N/A,1
DRV046730,  Manoj Chauhan  ,30,Ahmedabad,90459-78309,manoj.chauhan@yahoo.com,Rapido,sedan,Good,1-3 yrs,Day,Full time job,"English, Tamil, Telugu",4.3,4314,100.2,33.0,2246,50,81,NO,19-01-2022,9.9,-1.7,8.0,4.7,7.1,Pending,,n/a,N/A,March 2022,false
DRV002449,Bh@r@t Singh,30,AHMEDABAD,90530-16717,bharat.singh@yahoo.com,UBER,sedan,poor,1-3 yrs,Day,Extra income,"Kannada, Gujarati, Marathi",-1.7,6278,100.3,4.4,1793,34,17,1,June 2022,9.3,7.4,3.4,8.0,11.6,pending,N/A,Selected,N/A,26-07-2022,False
DRV005292,Pradeep Nair,50,KOLKATA,9547268869,pradeep.nair@gmail.com,Uber,suv,N/A,5+ yrs,Night,Full time job,"Gujarati, Bengali, Hindi",2.8,NULL,60.3,32.8,1368,36,30,false,16.10.2021,3.5,7.5,4.6,4.3,5.0,,pending,Waitlist,N/A,-,YES
DRV009565,Yogesh Dubey,N/A,Bangalore,XXXXXXXXXX,yogesh.dubey@yahoo.com,rapido,SUV,Excellent,5+ yrs,Night ,Full time job,Bengali,3.0,183,61.5,31.3,699,30,55,Y,2023/10/07,6.8,6.0,3.9,4.2,5.2,pending,Flagged,On Hold,N/A,N/A,false
DRV024392,Ganesh Rao,21,Lucknow,9946248716,ganesh.rao@rediffmail.com,Rapido ,Sedan,NA,NULL,Day,na,"English, Kannada, Hindi",4.4,7957,79.3,1.2,967,19,54,1,22-06-2022,8.2,9.6,,4.2,7.3,na,Pending,Selected,N/A,30 June 2022,YES
DRV021459,Rajesh Pandey,23,Lucknow,9781533227,rajesh.pandey@hotmail.com,Rapido ,SUV,Average,3-5 yrs,Day,Flexible hours,"English, Hindi",2.5,2085,N/A,22.4,Rs.2452,5,57,true,N/A,3.8,9.2,6.5,9.8,11.9,,clear,on hold,N/A,24-02-2024,true
DRV041064,Lokesh Jha,25,Jaipur,9875989672,N/A,Rapido ,Mini ,excellent,Fresher,Day,Flexible hours,"Telugu, Bengali, English",NULL,4819,102.7,15.9,1516,2,1,false,July 2021,3.7,7.9,11.9,5.1,10.3,Pending,none,On Hold,N/A,NULL,False
DRV047191,Anil Singh,,mumbai,9137652125,anil.singh@gmail.com,Uber,suv,excellent,-,DAY,Side hustle,English,3.5,-6885,81.4,2.4,2289,12,24,True,October 2022,5.0,7.4,6.5,5.7,6.1,Fail,Flagged,Waitlist,N/A,N/A,Y
DRV016164,Pankaj Verma,53,Lucknow,9852630287,pankaj.verma@gmail.com,UBER,Mini ,Average,5+ yrs,NIGHT,Full time job,"Marathi, Telugu",3.6,2539,99.8,0.0,2068,39,76,Yes,11 December 2023,3.6,6.8,5.4,3.7,4.9,Fail,N/A,Rejected,none,-,True
DRV036486,Ramesh Pandey,36,Kolkata,N/A,ramesh.pandey@yahoo.com,uber,Mini ,Good,5+ yrs,Day,,English,2.8,122,65.2,,1528.00,22,86,False,19 February 2021,N/A,5.2,6.1,5.2,5.1,pending,Clear,Selected,N/A,2021/04/15,Yes
DRV010767,RAKESH KUMAR,22 yrs,Kolkata,9427149322,rakesh.kumar@yahoo.com,Uber ,Sedan,Poor,3-5 yrs,Day,,"Gujarati, Marathi",3.0,1826,79.6,9.0,1316.00,43,NULL,Y,2022/11/30,4.7,8.1,-0.9,-1.9,NULL,,pending,Selected,N/A,January 2023,Y
DRV044104,Naresh Nair,20,Hyderabad,9658972452,N/A,Rapido ,Mini,GOOD,,,,"Hindi, English",4.2,4311,93.3,25.8,1115,14,32,Y,04 October 2022,4.6,4.6,5.2,3.6,4.5,FAIL,Clear,Waitlist,Low rating history,-,N
DRV004877,Ravi Tripathi,50,Lucknow,9503226115,ravi.tripathi@hotmail.com,RAPIDO,SUV,Excellent,Fresher,,Flexible hours,Tamil,6.4,6259,70.2,10.0,N/A,5,30,True,02/24/24,6.4,5.6,5.5,7.5,6.2,Fail,Flagged,On Hold,N/A,N/A,true
DRV033335,  Mukesh Srivastava  ,49,Kolkata,9241276331,mukesh.srivastava@hotmail.com,ola,BIKE,good,3-5 yrs,Night,Not disclosed,"Hindi, Bengali, Tamil",N/A,7213,95.4,NULL,-1930,34,44,false,April 2021,3.2,10.2,6.6,4.3,5.9,,FLAGGED,Rejected,Incomplete documents,,No
DRV022737,lokesh srivastava,50,Jaipur,9271776956,lokesh.srivastava@rediffmail.com,rapido,sedan,,0-1 yr,Day,Full time job,"Gujarati, Hindi",4.6,6095,90.6,N/A,1894,43,45,N,26 August 2021,NULL,6.9,N/A,,6.3,,Flagged,On Hold,N/A,NULL,false
DRV033951,Anil Jha,46,JAIPUR,+91-9156498824,anil.jha@gmail.com,Rapido ,sedan,Excellent,0-1 yr,Night ,Side hustle,"Marathi, Tamil",unrated,3468,99.3,17.2,1065,30,71,YES,NULL,9.0,6.8,3.7,4.4,6.0,N/A,none,-,N/A,08/06/23,N
DRV028292,Anil Tripathi,39,Mumbai,N/A,anil.tripathi@hotmail.com,Uber & Rapido,BIKE,N/A,0-1 yr,day,Extra income,"Telugu, Kannada",3.1,-6068,66.8,-1.0,1370,99999,61,0,03/11/24,9.3,N/A,3.4,5.4,6.6,Pass,Pending,Waitlist,-,,no
DRV031725,Anil Reddy,46,Ahmedabad,9527166468,anil.reddy@yahoo.com,uber,na,N/A,3-5 yrs,Day,Extra income,Hindi,4.1,3882,72.5,101.5,2175,41,N/A,Yes,2023/07/04,7.1,7.0,4.9,6.2,6.3,pass,,Selected,N/A,August 2023,No
DRV000359,Naresh Jha,36,BANGALORE,9191116819,naresh.jha@yahoo.com,rapido,BIKE,Average,Fresher,Night,,"Tamil, Bengali, Kannada",4.1,2376,66.0,NULL,₹2310,37,42,Yes,06/26/22,6.7,-0.7,9.3,7.2,8.0,Fail,Pending,Selected,N/A,19 August 2022,NO
DRV044397,Vijay Rao,35,Delhi,9136984,vijay.rao@rediffmail.com,UBER,Bike,avg,5+ yrs,Night,Extra income,"Bengali, English",2.9,4287,NULL,33.5,2475,36,77,no,10 March 2022,4.1,5.6,12.8,8.9,N/A,Pending,Pending,Selected,N/A,2022/04/28,true
DRV011045,  Ajay Shukla  ,31,Hyderabad,9785647,ajay.shukla@rediffmail.com,ola,suv,Good,3-5 yrs,day,Side hustle,unknown,4.1,1664,64.9,28.4,1251,9,77,no,26 January 2023,-1.9,N/A,NULL,N/A,7.1,pending,Flagged,Selected,None,2023/01/30,YES
N/A,Santosh Gupta,44,Kolkata,9218345065,santosh.gupta@yahoo.com,Uber & Rapido,Mini ,,5+ yrs,DAY,N/A,"Kannada, Marathi",2.6,-6136,71.1,11.0,2049,21,75,0,10/17/21,5.4,9.4,5.4,6.4,6.7,pending,pending,Rejected,Background check failed,-,yes
DRV012898,Rajesh Singh,28,Chennai,+91-9399427701,rajesh.singh@hotmail.com,Rapido,Sedan,Average,Fresher,DAY,none,"English, Tamil",4.9,99999,96.8,9.0,2414,NULL,2,NO,30 January 2024,6.4,8.9,9.8,4.7,7.5,n/a,Clear,on hold,N/A,25-02-2024,N
DRV032955,Anil Mishr@,999,Pune,9031993502,anil.mishra@yahoo.com,RAPIDO,sedan,,na,day,Extra income,"English, Kannada, Tamil",3.8,4375,63.6,,840,46,81,Y,May 2023,4.5,6.2,-0.9,6.7,12.4,pass,N/A,Rejected,Incomplete documents,NULL,No
DRV014372,Harish Yadav,999,Bangalore,9553432304,harish.yadav@rediffmail.com,Uber & Rapido,suv,N/A,0-1 yr,day,Extra income,"Marathi, Tamil, Bengali",3.8,2264,92.6,16.5,1598,6,N/A,1,06.01.2024,9.1,9.9,8.2,9.5,11.5,Pending,Pending,,N/A,02/29/24,True
DRV014304,Rajesh Shukla,-31,Pune,XXXXXXXXXX,rajesh.shukla@hotmail.com,Uber & Rapido,SUV,Average,5+ yrs,Night ,N/A,Bengali,3.6,1454,62.7,32.4,,7,82,NO,25-03-2022,7.5,N/A,10.8,N/A,,FAIL,Pending,Rejected,Not applicable,NULL,NO
DRV014973,Amit Chaudhary,25,Mumbai,93048-01660,amit.chaudhary@yahoo.com,Rapido,suv,GOOD,3-5 yrs,NIGHT,Full time job,"English, Telugu",2.9,3502,88.7,8.0,1883,36,82,no,04/30/21,9.7,7.9,5.3,4.5,6.9,pending,N/A,Selected,N/A,12-06-2021,NO
DRV032977,Umesh Kumar,,Delhi,9715083644,umesh.kumar@yahoo.com,Uber ,Mini ,,,Both,,"Bengali, English",5.7,1862,84.1,24.6,435.00,34,,Y,N/A,5.1,5.8,9.5,3.2,5.9,Pending,pending,N/A,N/A,NULL,0
DRV017822,harish sharma,35,Lucknow,9246404,harish.sharma@yahoo.com,Uber & Rapido,suv,-,Fresher,Night,Extra income,"Marathi, English, Gujarati",3.6,3547,68.6,101.1,2393,22,53,True,2021-11-11T00:00:00Z,8.8,7.8,5.3,12.0,7.5,pending,pending,Waitlist,N/A,N/A,False
DRV008657,Bharat Jha,24 yrs,Delhi,9119217321,bharat.jha@rediffmail.com,None,BIKE,Average,3-5 yrs,NIGHT,,"Hindi, Tamil, Telugu",5.2,4384,67.3,32.9,1712,34,99999,YES,07/21/22,5.2,4.9,9.2,4.9,6.1,pending,Flagged,On Hold,N/A,,No
DRV030018,Ganesh Singh,55,JAIPUR,9271442,ganesh.singh@yahoo.com,ola,Mini,Excellent,5+ yrs,NIGHT,Extra income,"English, Tamil",4.0,4014,62.5,20.2,1413,10,58,Yes,2021/02/27,8.6,7.5,12.3,7.5,8.2,pass,Pending,Selected,N/A,15.04.2021,True
DRV014305,Girish Chaudhary,55,Pune,XXXXXXXXXX,girish.chaudhary@hotmail.com,Uber ,sedan,good,0-1 yr,NIGHT,Family pressure,"Gujarati, Kannada",3.8,1926,99.4,4.7,1905,44,43,False,10/07/21,8.0,7.4,N/A,3.6,7.2,N/A,clear,,unknown,2021-10-23T00:00:00Z,False
DRV046760,  Harish Tiwari  ,54,Ahmedabad,9708521522,harish.tiwari@rediffmail.com,RAPIDO,Auto,good,3-5 yrs,NIGHT,,Telugu,3.6,5684,76.9,21.8,783,,89,True,30 April 2023,9.6,6.5,9.8,6.1,8.0,,Pending,Rejected,NULL,NULL,No
DRV038133,Pankaj Mishra,26,Jaipur,+91-9497121064,pankaj.mishra@gmail.com,Uber & Rapido,Mini,avg,Fresher,None,Full time job,none,4.0,2052,N/A,19.7,967,17,3,Yes,05.08.2023,3.4,9.8,3.1,6.5,5.7,FAIL,FLAGGED,On Hold,N/A,NULL,yes
DRV020434,Sunil Gupta,48,Jaipur,9278278005,sunil.gupta@hotmail.com,Uber,Mini,Average,3-5 yrs,N/A,Flexible hours,"Kannada, Bengali",5.7,99999,64.5,,1022,18,33,no,2023-11-12T00:00:00Z,5.9,10.9,4.9,N/A,5.2,Pending,Clear,n/a,N/A,-,false
DRV000938,Pankaj Jha,47,Mumbai,9544363343,pankaj.jha@gmail.com,rapido,None,-,0-1 yr,Night ,Lost previous job,"Kannada, Gujarati",4.0,-6911,67.6,27.6,907,99999,90,Y,12/11/21,3.6,,7.4,7.2,5.7,,FLAGGED,On Hold,N/A,N/A,No
DRV007990,Ganesh Rao,45,JAIPUR,9401734702,ganesh.rao@@hotmail.com,-,sedan,good,Unknown,both,Flexible hours,"Gujarati, Tamil, Hindi",3.3,85,89.8,N/A,1616,,N/A,True,15.12.2023,N/A,9.2,5.8,7.1,7.3,Pass,N/A,Selected,N/A,17.01.2024,No
DRV003160,Pradeep Sharma,40,Chennai,9432751971,N/A,Rapido ,Auto,,Fresher,,N/A,"Hindi, Gujarati",5.0,7833,90.8,7.0,1245,2,28,no,07.06.2021,7.6,9.9,6.4,5.4,7.3,N/A,,selected,N/A,June 2021,1
DRV047887,Ravi Chauhan,999,Bangalore,9789061632,ravi.chauhan@yahoo.com,unknown,SUV,Good,0-1 yr,day,Not disclosed,"Marathi, Tamil, Bengali",4.9,-7120,84.9,-0.5,628,12,7,1,05 May 2023,8.7,N/A,4.7,5.2,6.3,pass,unknown,Rejected,NULL,-,YES
DRV007447,BHARAT REDDY,24,Ahmedabad,9204114395,bharat.reddy@yahoo.com,Rapido,Auto,excellent,Fresher,both,Extra income,NULL,4.0,2160,100.2,N/A,2130,12,18,true,2023/04/16,11.5,9.1,3.3,7.5,6.2,pass,FLAGGED,Selected,N/A,,Yes
,Pradeep Mishra,22,Delhi,9107427670,pradeep.mishra@rediffmail.com,UBER,Sedan,Good,1-3 yrs,,Side hustle,"Hindi, Telugu, Bengali",3.8,-2778,74.4,18.5,737,47,65,no,2022/02/25,5.5,5.5,4.1,-1.6,5.3,Fail,Flagged,On Hold,N/A,N/A,yes
DRV038423,Pradeep Tiwari,39,Bangalore,9083572781,pradeep.tiwari@yahoo.com,Rapido ,auto,,1-3 yrs,Night ,NA,none,3.1,N/A,69.8,18.3,2056,11,91,NO,October 2023,9.3,8.8,4.9,11.1,6.8,Pass,pending,Selected,N/A,12/15/23,no
DRV039590,Dinesh Reddy,45 yrs,Lucknow,9589168844,dinesh.reddy@yahoo.com,UBER,suv,Unknown,5+ yrs,Day,Lost previous job,"Hindi, Telugu, Gujarati",4.0,2610,NULL,9.7,2103.00,14,29,Yes,2022/11/12,-0.6,11.6,6.0,6.5,5.7,Pass,FLAGGED,Selected,N/A,NULL,Yes
DRV005935,Rakesh Mishra,30,Ahmedabad,9254839207,rakesh.mishra@@gmail.com,Uber & Rapido,BIKE,Good,Fresher,both,none,"Telugu, Gujarati",-0.8,-7197,68.2,,,41,99999,true,18 December 2021,N/A,7.7,7.8,3.7,12.9,N/A,,On Hold,N/A,NULL,N
DRV036376,Amit Patel,28,Bangalroe,9796598467,amit.patel@gmail.com,rapido,BIKE,good,0-1 yr,NA,Lost previous job,Gujarati,4.7,3458,93.1,8.5,902,1,31,NO,2022-04-16T00:00:00Z,10.9,12.2,6.2,8.0,7.4,pass,FLAGGED,Selected,N/A,06 June 2022,YES
DRV041205,Naresh Gupta,55,Mumbai,9615630666,naresh.gupta@@yahoo.com,Uber ,sedan,Excellent,1-3 yrs,both,Full time job,"English, Tamil, Hindi",3.3,-2897,-0.2,22.0,859,99999,16,Yes,2021-08-10T00:00:00Z,11.1,6.8,7.2,6.1,6.7,,FLAGGED,Rejected,Poor communication,NULL,True
DRV004657,Umesh Patel,52,Delhi,9357244502,umesh.patel@hotmail.com,Uber,-,,na,both,N/A,"Kannada, Bengali, English",4.5,5230,91.4,102.3,679,8,,yes,15-11-2023,6.8,4.9,4.9,10.0,,,pending,Selected,N/A,18 December 2023,yes
DRV041546,Ramesh Singh,23,Hyderabad,9482439860,ramesh.singh@gmail.com,Uber & Rapido,suv,Excellent,Unknown,Night ,none,Hindi,NULL,4731,62.9,2.2,1654,7,22,False,27.05.2021,N/A,7.2,9.1,7.6,7.7,N/A,FLAGGED,On Hold,N/A,2021-06-20T00:00:00Z,YES
DRV011753,Rajesh Chaudhary,-54,Hyderabad,9924317175,rajesh.chaudhary@hotmail.com,Rapido ,Unknown,Poor,1-3 yrs,Day,none,Telugu,2.9,338,78.4,4.9,2291,9,18,YES,09-03-2023,6.4,6.0,4.8,6.6,5.9,Pass,Pending,Selected,N/A,March 2023,YES
DRV002507,LOKESH YADAV,30,Bangalore,9945938,,UBER,suv,poor,Fresher,Night ,,Bengali,4.3,1837,92.4,101.8,1341.00,26,99999,Y,02.01.2023,3.9,6.2,3.9,4.3,4.6,Pending,FLAGGED,Rejected,N/A,-,1
DRV019634,  Deepak Nair  ,38,Mumbai,9898439490,deepak.nair@gmail.com,-,Mini ,excellent,1-3 yrs,,Not disclosed,English,5.5,6637,76.6,11.2,1344,,99999,true,12 February 2021,,9.6,8.7,5.6,7.7,N/A,pending,Selected,N/A,2021/02/21,YES
DRV001421,Harish Shukla,31,Kolkata,+91-9887537794,harish.shukla@yahoo.com,Uber & Rapido,Bike,GOOD,3-5 yrs,Night ,Full time job,"Kannada, English, Tamil",N/A,7551,82.9,34.2,2194,47,47,Yes,2021-07-21T00:00:00Z,4.6,8.6,6.3,8.5,7.0,Fail,FLAGGED,,none,-,No
DRV027498,Sanjay Gupta,29,Pune,9656100380,sanjay.gupta@rediffmail.com,Uber,Auto,N/A,Fresher,DAY,Side hustle,English,3.9,7253,91.0,9.6,2056,42,99999,N,May 2022,9.9,4.9,7.5,-1.3,8.1,N/A,NULL,selected,-,-,YES
DRV006217,Sunil Tiwari,54,Bangalore,XXXXXXXXXX,sunil.tiwari@hotmail.com,ola,auto,Excellent,0-1 yr,none,Family pressure,"Kannada, Hindi",2.6,4692,94.2,101.1,1802/-,99999,41,Y,03/29/21,5.7,8.2,3.8,10.0,6.9,,Flagged,Rejected,NULL,,False
DRV005414,Ramesh Verma,999,Hyderabad,9458222497,ramesh.verma@yahoo.com,Uber ,none,None,unknown,NIGHT,Full time job,English,unrated,6252,91.6,7.9,Rs.509,49,65,false,20-08-2021,6.2,7.1,6.5,8.5,7.1,None,Clear,On Hold,N/A,N/A,YES
DRV033162,Amit Tiwari,28,Jaipur,9542432723,amit.tiwari@gmail.com,Uber & Rapido,SUV,N/A,unknown,NIGHT,Flexible hours,Telugu,4.7,6180,99.6,29.2,1467,99999,33,0,January 2022,9.0,4.7,6.3,-0.6,7.0,Pending,,Selected,N/A,,No
DRV020879,Ravi Tiwari,27,Ahmedabad,9779619393,,Uber & Rapido,sedan,GOOD,3-5 yrs,Day,Full time job,Tamil,4.0,5787,-0.6,N/A,1756,24,99,Y,06/23/23,7.4,6.4,5.5,12.8,5.7,FAIL,Flagged,REJECTED,N/A,N/A,yes
DRV020791,Suresh Pandey,26,Pune,+91-9777186739,suresh.pandey@gmail.com,Uber ,Auto,Excellent,3-5 yrs,day,Lost previous job,"Marathi, English",4.0,7211,60.7,33.1,578,41,26,false,02.05.2023,,12.2,6.3,-1.2,7.2,Fail,na,selected,N/A,May 2023,Yes
DRV028835,Mahesh Patel,40,Delhi,9245201853,mahesh.patel@gmail.com,uber,SUV,Good,0-1 yr,DAY,N/A,unknown,3.8,6171,96.4,101.8,1586,34,100,0,05/28/23,6.0,8.3,6.9,3.8,N/A,pending,N/A,Waitlist,,,true
DRV012766,Hitesh Reddy,21,Pune,+91-9667312537,hitesh.reddy@gmail.com,Rapido ,-,Excellent,5+ yrs,na,Extra income,"English, Bengali, Telugu",2.5,6909,93.6,16.3,712,2,31,Yes,10 June 2023,3.9,6.5,9.8,3.4,5.9,pass,Pending,Waitlist,Poor communication,,N
